index	link	name	rating	review	price	categories	neighborhood	road	city	postcode	phone	feedback
18	http://www.yelp.com//biz/papa-cristos-los-angeles-2	Papa Cristo\xe2\x80\x99s	stars_4_half	1234	$$	greek, mediterranean	Pico-Union	2771 W Pico Blvd	Los Angeles	90006	(323) 737-2970	"Can't wait to come back and try gyro and kebobs. \xc2\xa0\xe2\x80\xa2 \xc2\xa0HUGE CHUNKS of fall-off-the-bone-\xc2\xadperfectly-seasoned lamb meat. \xc2\xa0\xe2\x80\xa2 \xc2\xa0We always start the meal with Sizzling Feta and Tomato."
19	http://www.yelp.com//biz/hawkins-house-of-burgers-los-angeles	Hawkins House of Burgers	stars_4_half	278	$	burgers, tradamerican		11603 S Slater St	Los Angeles	90059	(323) 563-1129	"Cynthia Hawkins your fantastic all day special made my day. \xc2\xa0\xe2\x80\xa2 \xc2\xa0this may have been the best burger i've had in some time. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Sweet Buns, Beefy Meat and Large Super Juicy Hot Link."
20	http://www.yelp.com//biz/four-cafe-los-angeles-2	Four Cafe	stars_4_half	102	$$	newamerican, salad, burgers	Beverly Grove	519 S Fairfax Ave	Los Angeles	90036	(323) 272-3993	'Lastly, the salted chocolate chip cookie was great. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Four Cafe is a recent addition to Fairfax (replacing Black Cat. \xc2\xa0\xe2\x80\xa2 \xc2\xa0...recommend: steak sandwich, roasted tomato grilled cheese, fruit\xe2\x80\xa6'
21	http://www.yelp.com//biz/mo-better-burgers-los-angeles-2	Mo Better Burgers	stars_4_half	169	$	burgers	Mid-Wilshire	901 S La Brea Ave	Los Angeles	90036	(323) 939-0242	"By far the best turkey burger I've ever had. \xc2\xa0\xe2\x80\xa2 \xc2\xa0I get the beef tacos and it truly a treat each and every time. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Thanks Tami you make my day every time."
22	http://www.yelp.com//biz/providence-los-angeles-2	Providence	stars_4_half	1677	$$$$	seafood	Hollywood	5955 Melrose Ave	Los Angeles	90038	(323) 460-4170	'Def coming back to try the tasting menu with wine pairing. \xc2\xa0\xe2\x80\xa2 \xc2\xa0The bread and amuse bouche were both delicious and unique. \xc2\xa0\xe2\x80\xa2 \xc2\xa0The bacon brioche had a great texture and wonderful flavor.'
23	http://www.yelp.com//biz/tikal-restaurant-cocina-maya-los-angeles-2	Tikal Restaurant Cocina Maya	stars_4_half	106	$$	latin	El Sereno	4838 E Huntington Dr S	Los Angeles	90032	(323) 352-8274	"If you want high quality Guatemalan food I suggest you come here. \xc2\xa0\xe2\x80\xa2 \xc2\xa0The Garnachas are an awesome way to start the meal. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Very different than Mexican horchata, it's delicious too."
24	http://www.yelp.com//biz/mae-shil-tang-shabu-shabu-los-angeles	Mae Shil Tang Shabu Shabu	stars_5	50	$$	korean	Koreatown, Wilshire Center	301 S Western Ave	Los Angeles	90020	(213) 389-1112	"The best part of this place is it's all you can eat veggie bar. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Really enjoyed the variety of fresh vegetables. \xc2\xa0\xe2\x80\xa2 \xc2\xa0...make sure you always have enough broth, that you cook your noodles..."
25	http://www.yelp.com//biz/rickys-fish-tacos-los-angeles-3	Ricky\xe2\x80\x99s Fish Tacos	stars_4_half	690	$	foodstands, mexican, seafood	East Hollywood	1400 N Virgil Ave	Los Angeles	90027	(323) 906-7290	'Be good to yourself and give in to fish taco heaven. \xc2\xa0\xe2\x80\xa2 \xc2\xa0The cucumber-mint agua fresca is also really delicious. \xc2\xa0\xe2\x80\xa2 \xc2\xa0best ensenada style fish tacos in the country.'
26	http://www.yelp.com//biz/bronzed-aussie-los-angeles	Bronzed Aussie	stars_4_half	174	$	australian, bakeries, coffee	Downtown	714 S Los Angeles St	Los Angeles	90014	(213) 243-0770	"Can't wait to come back and try all the other pies and desserts. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Chicken Bacon &amp; Mushroom- WOW, really tasty. \xc2\xa0\xe2\x80\xa2 \xc2\xa0...shepherds type pies all different flavors from Thai to ground beef."
27	http://www.yelp.com//biz/chichen-itza-restaurant-los-angeles	Chichen Itza Restaurant	stars_4_half	517	$	mexican	Historic South Central	3655 S Grand Ave	Los Angeles	90007	(213) 741-1075	'Cochinita Pibil is all you need for a fantastic lunch / dinner. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Chichen Itza is located inside Mercado La Paloma off the freeway. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Tikin-xic: Fish was cooked perfectly, light and flaky.'
28	http://www.yelp.com//biz/la-rose-cafe-los-angeles-2	LA Rose Cafe	stars_4_half	388	$$	filipino, newamerican	East Hollywood	4749 Fountain Ave	Los Angeles	90029	(323) 662-4024	"Also, the garlic rice here hits the spot right on. \xc2\xa0\xe2\x80\xa2 \xc2\xa0The bread pudding is one of the best damn desserts I've ever had. \xc2\xa0\xe2\x80\xa2 \xc2\xa0You should also try their Empanadas, Tocino and Longaniza yummy."
29	http://www.yelp.com//biz/bestia-los-angeles	Bestia	stars_4_half	1188	$$$	italian	Downtown	2121 E 7th Pl	Los Angeles	90021	(213) 514-5724	"Bone marrow (maybe the most AMAZING thing i've ever eaten. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Cavatelli alla Norcina- Another MUST GET when you come here. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Grilled Octopus and Calamari - Cooked perfectly tender and\xe2\x80\xa6"
30	http://www.yelp.com//biz/new-york-famous-deli-los-angeles	New York Famous Deli	stars_5	58	$	delis	Eagle Rock	2501 Colorado Blvd	Los Angeles	90041	(323) 255-3354	"Omg omg omg finally some real pastrami in eagle rock. \xc2\xa0\xe2\x80\xa2 \xc2\xa0The bread is fresh, potato salad is delicious, the wings are... \xc2\xa0\xe2\x80\xa2 \xc2\xa0I'm coming back to try their Matzo Ball Soup and his famous\xe2\x80\xa6"
31	http://www.yelp.com//biz/grub-los-angeles	Grub	stars_4	1157	$$	newamerican, breakfast_brunch, comfortfood	Hollywood	911 Seward St	Los Angeles	90038	(323) 461-3663	'Crack bacon and Fruity Pebble pancakes all day. \xc2\xa0\xe2\x80\xa2 \xc2\xa0The french toast was really great and loved the raspberry butter. \xc2\xa0\xe2\x80\xa2 \xc2\xa0I hear the after school special is simply awesome.'
32	http://www.yelp.com//biz/corn-man-los-angeles	Corn Man	stars_5	39	$	foodstands	Lincoln Heights	2338 Workman St	Los Angeles	90031		"It's been years since I've had elote, so this definitely brought back... \xc2\xa0\xe2\x80\xa2 \xc2\xa0If we lived closer, we'd probably be eating it every night. \xc2\xa0\xe2\x80\xa2 \xc2\xa0He's so sweet and fast too despite the long line of\xe2\x80\xa6"
33	http://www.yelp.com//biz/a-food-affair-los-angeles	A Food Affair	stars_4_half	226	$$	french, newamerican	Pico-Robertson	1515 S Robertson Blvd	Los Angeles	90035	(310) 557-9795	"Oh, did I mention it's BYOB and no corkage fee. \xc2\xa0\xe2\x80\xa2 \xc2\xa0She even taught me how to say beef bourguignon correctly. \xc2\xa0\xe2\x80\xa2 \xc2\xa0We had the mushroom tourte, rib-eye, duck, and brussel sprouts."
34	http://www.yelp.com//biz/orleans-and-york-deli-los-angeles	Orleans and York Deli	stars_4_half	198	$$	cajun, tradamerican	View Park/Windsor Hills	4454 W Slauson Ave	Los Angeles	90043	(323) 291-8800	'The shrimp po boy was very very good, \xc2\xa0the bread is super fresh. \xc2\xa0\xe2\x80\xa2 \xc2\xa0...favorite hands-down is the Gumbo Mumbo sandwich: meaty and the bread... \xc2\xa0\xe2\x80\xa2 \xc2\xa0They are "foot longs" on French bread &amp;\xe2\x80\xa6'
35	http://www.yelp.com//biz/figueroa-philly-cheese-steak-los-angeles	Figueroa Philly Cheese Steak	stars_4_half	282	$	cheesesteaks, sandwiches	Exposition Park	3844 S Figueroa St	Los Angeles	90037	(213) 748-9073	'Mario is super friendly was very helpful with my selection. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Cheese steak was great and the onion rings were amazing. \xc2\xa0\xe2\x80\xa2 \xc2\xa0The cheese is good too if you prefer a provolone or American.'
36	http://www.yelp.com//biz/the-faculty-los-angeles	The Faculty	stars_4	105	$$	newamerican	East Hollywood	707 N Heliotrope Dr	Los Angeles	90029	(323) 284-8002	'Italian sausage chili and horseradish mac n cheese. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Amazing beer selection, decent little wine selection. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Definitely go and check out The Faculty.'
37	http://www.yelp.com//biz/chibiscus-asian-caf%C3%A9-and-restaurant-los-angeles	Chibiscus Asian Caf\xc3\xa9 &amp; Restaurant	stars_4_half	293	$	cafes, asianfusion, ramen	Hollywood	7361 W Sunset Blvd	Los Angeles	90046	(323) 977-9877	'The chibiscus brick toast is life-changingly delicious. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Highly recommend the Kimchi fried rice. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Delicious Tonkotsu and Spicy Miso Ramen.'
38	http://www.yelp.com//biz/genwa-korean-bbq-los-angeles-2	Genwa Korean Bbq	stars_4_half	1520	$$	korean, bbq	Hancock Park	5115 Wilshire Blvd	Los Angeles	90036	(323) 549-0760	'I love love love the fact that you get 25 side dishes. \xc2\xa0\xe2\x80\xa2 \xc2\xa0One million types of banchan and super delicious meat. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Their galbi is very high-quality with lots of marbled fat.'
39	http://www.yelp.com//biz/the-kitchen-los-angeles	The Kitchen	stars_4	809	$$	newamerican, tradamerican	Silver Lake	4348 Fountain Ave	Los Angeles	90029	(323) 664-3663	'My husband always gets the fried chicken which is amazing. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Pear pancakes: also very moist and not overly sweet. \xc2\xa0\xe2\x80\xa2 \xc2\xa0I love the veggie stack and my hubby always gets mac and cheese.'
40	http://www.yelp.com//biz/community-los-angeles	Community	stars_4_half	108	$$	sandwiches, tradamerican	Los Feliz	2044 Hillhurst Ave	Los Angeles	90027	(323) 913-0478	'I ordered the OMG Lamb sandwich and it was indeed OMG "amazing. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Stop reading this now and go get the fried chicken sandwich. \xc2\xa0\xe2\x80\xa2 \xc2\xa0I ordered the burger with spicy potato wedges and it was\xe2\x80\xa6'
41	http://www.yelp.com//biz/buil-samgye-tang-los-angeles	Buil Samgye Tang	stars_4_half	123	$$	korean, soup	Koreatown, Wilshire Center	4204 W 3rd St	Los Angeles	90004	(213) 739-0001	'You get ginseng tea as a standard accompaniment. \xc2\xa0\xe2\x80\xa2 \xc2\xa0I always save the sticky rice for last and it did not disappoint. \xc2\xa0\xe2\x80\xa2 \xc2\xa0...kimchi, GOOD spicy marinated cucumbers, and delicious chicken\xe2\x80\xa6'
42	http://www.yelp.com//biz/han-bat-sul-lung-tang-los-angeles	Han Bat Sul Lung Tang	stars_4_half	796	$	korean, comfortfood	Koreatown, Wilshire Center	4163 W 5th St	Los Angeles	90020	(213) 383-9499	"love their ggak doo gi and kimchi always ask for seconds. \xc2\xa0\xe2\x80\xa2 \xc2\xa0I got the brisket and flank and loved every bit of it. \xc2\xa0\xe2\x80\xa2 \xc2\xa0I've tried many others but non could beat their awesome broth."
43	http://www.yelp.com//biz/soowon-galbi-kbbq-restaurant-los-angeles-2	Soowon Galbi KBBQ Restaurant	stars_4_half	1532	$$	korean, bbq	Koreatown	856 S Vermont Ave	Los Angeles	90005	(213) 365-9292	'Food is absolutely delicious with all kinds of side dishes. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Perfect balance between fat and meat in each pork belly. \xc2\xa0\xe2\x80\xa2 \xc2\xa0The meat is so tender and juicy and marinated perfectly.'
44	http://www.yelp.com//biz/blue-cow-kitchen-los-angeles	Blue Cow Kitchen	stars_4	585	$$	newamerican, bars	Downtown	350 S Grand Ave	Los Angeles	90071	(213) 621-2249	'As mentioned above, the baked then fried potatoes were amazing. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Pork belly banh mi - really delicious and spicy. \xc2\xa0\xe2\x80\xa2 \xc2\xa0FOOD: got the duck wings and the pork belly bahn mi tacos.'
45	http://www.yelp.com//biz/ta-eem-grill-los-angeles	Ta-eem Grill	stars_4_half	291	$$	mediterranean, kosher	Fairfax	7422 Melrose Ave	Los Angeles	90046	(323) 944-0013	"Well tonight was the night I guess I'm officially off the diet I've been on for the last three months. \xc2\xa0I think I was ready today too cause I kind of just felt it in my bones that I was going\xe2\x80\xa6"
46	http://www.yelp.com//biz/el-chato-taco-truck-los-angeles-2	El Chato Taco Truck	stars_4_half	642	$	mexican, latin, foodtrucks	Mid-Wilshire	5300 W Olympic Blvd	Los Angeles	90019	(323) 202-6936	'but hands down the best al pastor tacos I have ever had. \xc2\xa0\xe2\x80\xa2 \xc2\xa0The carne asada was super flavorful and juicy. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Whatever you get, make sure to ask for grilled onions.'
47	http://www.yelp.com//biz/yuko-kitchen-los-angeles	Yuko Kitchen	stars_4_half	536	$$	japanese	Mid-Wilshire	5484 Wilshire Blvd	Los Angeles	90036	(323) 933-4020	'When you go there make sure to try the mint lemonade. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Spicy Salmon was really fresh with lots of flavor. \xc2\xa0\xe2\x80\xa2 \xc2\xa0My favorite is garlic albacore bowl and strawberry shot.'
48	http://www.yelp.com//biz/bottega-louie-los-angeles	Bottega Louie	stars_4	8241	$$	italian, bakeries, breakfast_brunch	Downtown	700 S Grand Ave	Los Angeles	90017	(213) 802-1470	'i will def go back soon to get my portobello fries fix. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Words cannot express how much I love the macarons here. \xc2\xa0\xe2\x80\xa2 \xc2\xa0yum yum yum \xc2\xa0so beautiful too, my favorite is the earl grey.'
49	http://www.yelp.com//biz/del-rey-kitchen-los-angeles	Del Rey Kitchen	stars_4_half	90	$$	japanese, asianfusion	Del Rey	12740 Culver Blvd	Los Angeles	90066	(310) 822-7788	"I want to try the spicy caviar pasta and the fried chicken. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Had the Hamburg steak the first visit - yummy comfort food. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Market right next door for all your beer/wine needs (it's BYOB."
50	http://www.yelp.com//biz/dinos-chicken-and-burgers-los-angeles	Dino\xe2\x80\x99s Chicken and Burgers	stars_4_half	1088	$	burgers, mexican	Pico-Union	2575 W Pico Blvd	Los Angeles	90006	(213) 380-3554	'The cole slaw is super duper good too. \xc2\xa0\xe2\x80\xa2 \xc2\xa0I recommend getting extra sauce and extra coleslaw. \xc2\xa0\xe2\x80\xa2 \xc2\xa0affordable amazing seasoned chicken on a bed of fries.'
51	http://www.yelp.com//biz/deli-in-los-angeles	Deli-In	stars_5	40	$	delis, sandwiches	Koreatown, Wilshire Center	3456 1/2 Wilshire Blvd	Los Angeles	90010	(213) 388-3451	"Peter really knows how to take care of his customers. \xc2\xa0\xe2\x80\xa2 \xc2\xa0I've never tried a spam musubi with egg. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Love this place - It's perfect for a breakfast and lunch."
52	http://www.yelp.com//biz/local-table-los-angeles	Local Table	stars_4_half	157	$$	newamerican, coffee, juicebars	Downtown	800 S Figueroa  St	Los Angeles	90017	(213) 488-2654	'...pastries and desserts, and their house-made ginger ale is a MUST. \xc2\xa0\xe2\x80\xa2 \xc2\xa0We also had the D-tox and Refresh cold pressed juices. \xc2\xa0\xe2\x80\xa2 \xc2\xa0I went with the Turkey apple sandwich and it was PHENOMENAL.'
53	http://www.yelp.com//biz/palm-grove-ethiopian-restaurant-los-angeles-2	Palm Grove Ethiopian Restaurant	stars_4_half	71	$	ethiopian	Harvard Heights	1905 S Western Ave	Los Angeles	90018	(323) 730-0994	'Also, the injera is hand-made in-house and is super-delicious. \xc2\xa0\xe2\x80\xa2 \xc2\xa0We shared the vegetarian special and fish dish. \xc2\xa0\xe2\x80\xa2 \xc2\xa0We got the veggie combination and awaze tibs.'
54	http://www.yelp.com//biz/the-village-kitchen-los-angeles	The Village Kitchen	stars_4_half	68	$	tradamerican	Westlake	1667 Beverly Blvd	Los Angeles	90026	(213) 235-1487	'...proceeds go to the Good Shepherd Homeless women and children shelter. \xc2\xa0\xe2\x80\xa2 \xc2\xa0I did try the red velvet cupcakes---so good. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Why not, enjoy a tasty meal and support a good cause all in one.'
55	http://www.yelp.com//biz/the-stocking-frame-los-angeles	The Stocking Frame	stars_4	254	$$	newamerican	Downtown	911 S Hill St	Los Angeles	90015	(213) 488-0373	"The octopus and pork belly tacos are life changing. \xc2\xa0\xe2\x80\xa2 \xc2\xa0The avocado cornbread is very good as well. \xc2\xa0\xe2\x80\xa2 \xc2\xa0I'm just loving all these amazing restaurants in DTLA."
56	http://www.yelp.com//biz/soda-pops-los-angeles-2	Soda Pop\xe2\x80\x99s	stars_4_half	317	$$	delis, sandwiches, burgers	Beverly Grove	349 N La Cienega Blvd	Los Angeles	90048	(310) 967-0119	'Great food, delicious homemade chips, and very friendly service. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Steak bomb was bomb real \xc2\xa0good coming back soon. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Ginger Beer Pulled Pork sandwich is incredible.'
57	http://www.yelp.com//biz/tacos-baja-ensenada-los-angeles	Tacos Baja Ensenada	stars_4_half	568	$	mexican	East Los Angeles	5385 Whittier Blvd	Los Angeles	90022	(323) 887-1980	"I'm glad I finally found a fish taco spot that I truly LOVE. \xc2\xa0\xe2\x80\xa2 \xc2\xa0I've also tried a ceviche and it was really fresh and delicious. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Also, I can't say enough good things about the shrimp\xe2\x80\xa6"
58	http://www.yelp.com//biz/santouka-ramen-los-angeles	Santouka Ramen	stars_4_half	1591	$	ramen	Mar Vista	3760 S Centinela Ave	Los Angeles	90066	(310) 391-1101	"Hands down the best food court ramen that I've had soooooo far. \xc2\xa0\xe2\x80\xa2 \xc2\xa0The broth is perfectly balanced and not too salty. \xc2\xa0\xe2\x80\xa2 \xc2\xa0The noodles were perfect in texture and taste--very good."
59	http://www.yelp.com//biz/haru-sushi-caf%C3%A9-los-angeles	Haru Sushi Caf\xc3\xa9	stars_4_half	777	$$	japanese, sushi	Beverly Grove	480 S San Vicente Blvd	Los Angeles	90048	(323) 782-0547	'Lava Stone, Ono carpaccio, incredible roll, green tea ice cream. \xc2\xa0\xe2\x80\xa2 \xc2\xa0Albacore onion roll: very unique and delicious roll. \xc2\xa0\xe2\x80\xa2 \xc2\xa0I always get sashimi when I go due to the killer price.'
60	http://www.yelp.com//biz/i-panini-di-ambra-los-angeles-3	I Panini Di Ambra	stars_4_half	159	$	sandwiches, italian, pizza	Hollywood	5633 Hollywood Blvd	Los Angeles	90028	(323) 463-1200	'It came with a wonderful little side salad. \xc2\xa0\xe2\x80\xa2 \xc2\xa0The parma ham and mozzarella panini was amazing, so was the pizza. \xc2\xa0\xe2\x80\xa2 \xc2\xa0...and just the right amount of olive oil to crisp the grilled bread.'
61	http://www.yelp.com//biz/ham-ji-park-los-angeles-2	Ham Ji Park	stars_4_half	685	$$	korean	Koreatown, Wilshire Center	3407 W 6th St	Los Angeles	90020	(213) 365-8773	'I think I found my new favorite place for pork stew and pork ribs. \xc2\xa0\xe2\x80\xa2 \xc2\xa0I will definitely be coming back again to the Gamja tang and ribs. \xc2\xa0\xe2\x80\xa2 \xc2\xa0EVERYTHING ABOUT THIS STEW IS BEAUTIFUL AND\xe2\x80\xa6'
